id,count
0,92.55555555555556
1,137.66666666666666
2,15.88888888888889
4,61.0
5,20.555555555555557
10,163.88888888888889
11,130.22222222222223
12,100.77777777777777
15,54.666666666666664
17,13.88888888888889
18,283.8888888888889
23,208.88888888888889
25,78.0
26,106.55555555555556
31,217.33333333333334
39,132.55555555555554
40,58.77777777777778
41,121.55555555555556
42,153.22222222222223
43,197.44444444444446
51,153.55555555555554
52,117.55555555555556
54,77.22222222222223
60,190.77777777777777
61,99.33333333333333
62,76.44444444444444
63,42.666666666666664
65,153.44444444444446
66,93.55555555555556
68,149.44444444444446
71,70.22222222222223
80,38.111111111111114
82,36.44444444444444
94,135.0
98,272.1111111111111
101,18.444444444444443
102,144.55555555555554
107,60.77777777777778
112,153.22222222222223
113,27.77777777777778
115,54.888888888888886
116,166.22222222222223
120,64.44444444444444
121,54.0
122,236.77777777777777
132,101.11111111111111
143,65.0
147,55.666666666666664
150,19.11111111111111
151,74.66666666666667
152,240.77777777777777
153,79.11111111111111
155,20.22222222222222
156,61.111111111111114
159,216.33333333333334
161,60.77777777777778
163,73.44444444444444
177,209.44444444444446
186,36.0
188,67.88888888888889
190,55.77777777777778
191,103.11111111111111
192,111.33333333333333
195,120.88888888888889
200,83.77777777777777
209,234.22222222222223
210,44.44444444444444
211,136.88888888888889
214,41.666666666666664
215,115.0
218,129.77777777777777
219,43.44444444444444
222,95.55555555555556
225,33.77777777777778
228,301.22222222222223
236,273.0
241,32.888888888888886
242,125.88888888888889
243,238.0
245,79.55555555555556
247,236.22222222222223
251,78.77777777777777
252,23.555555555555557
253,61.0
254,59.111111111111114
258,287.3333333333333
260,67.33333333333333
261,153.77777777777777
265,37.77777777777778
266,224.66666666666666
267,100.55555555555556
269,238.55555555555554
270,61.77777777777778
275,91.55555555555556
278,75.33333333333333
279,72.22222222222223
286,74.77777777777777
287,36.77777777777778
288,250.55555555555554
289,70.33333333333333
293,38.888888888888886
294,103.77777777777777
297,26.11111111111111
302,44.0
303,20.88888888888889
304,22.11111111111111
307,101.44444444444444
309,61.111111111111114
311,133.22222222222223
312,101.66666666666667
314,154.44444444444446
315,259.44444444444446
319,161.44444444444446
322,158.55555555555554
323,37.333333333333336
325,139.88888888888889
327,192.22222222222223
330,30.444444444444443
332,230.11111111111111
333,55.888888888888886
338,133.44444444444446
341,22.444444444444443
345,67.66666666666667
348,80.44444444444444
349,72.0
350,161.66666666666666
352,63.77777777777778
355,88.66666666666667
356,90.77777777777777
358,70.22222222222223
363,122.0
369,161.33333333333334
371,28.333333333333332
372,106.44444444444444
375,261.77777777777777
380,94.77777777777777
388,78.11111111111111
391,160.77777777777777
392,64.44444444444444
393,200.11111111111111
394,72.55555555555556
396,50.333333333333336
401,100.11111111111111
407,32.111111111111114
409,100.66666666666667
410,66.11111111111111
416,57.77777777777778
418,132.11111111111111
420,235.0
421,134.44444444444446
422,141.44444444444446
424,254.11111111111111
428,84.44444444444444
429,144.33333333333334
431,65.77777777777777
435,11.555555555555555
439,125.66666666666667
441,15.444444444444445
447,89.11111111111111
449,122.66666666666667
451,120.88888888888889
452,59.77777777777778
454,112.33333333333333
458,135.66666666666666
463,137.88888888888889
467,32.55555555555556
470,68.22222222222223
471,223.77777777777777
474,205.0
478,89.66666666666667
483,111.44444444444444
484,124.55555555555556
485,37.111111111111114
486,135.77777777777777
491,29.333333333333332
494,28.444444444444443
495,111.33333333333333
497,96.33333333333333
499,145.44444444444446
515,118.22222222222223
518,101.33333333333333
521,41.333333333333336
525,158.11111111111111
529,201.55555555555554
532,207.0
534,108.11111111111111
540,69.44444444444444
544,252.0
547,248.33333333333334
549,76.77777777777777
563,73.66666666666667
564,112.77777777777777
567,89.33333333333333
572,69.22222222222223
577,111.0
578,264.3333333333333
585,102.11111111111111
588,141.77777777777777
589,112.88888888888889
590,110.33333333333333
592,54.22222222222222
594,30.444444444444443
596,104.11111111111111
598,131.88888888888889
599,178.0
605,52.333333333333336
606,70.33333333333333
607,85.33333333333333
608,152.66666666666666
609,38.44444444444444
610,169.55555555555554
611,77.22222222222223
614,92.88888888888889
615,155.33333333333334
616,150.11111111111111
617,128.22222222222223
618,96.66666666666667
624,78.11111111111111
629,120.33333333333333
631,63.333333333333336
633,87.0
637,61.666666666666664
