id,count
0,84.58377572158314
1,239.17286702545493
2,82.23543801959862
4,31.204556452131833
5,44.28027612215161
10,117.46644494671884
11,185.59495242868826
12,292.16763015742254
15,30.38589920565479
17,93.12425517720546
18,290.6743771339901
23,242.9099098450785
25,115.50587597650538
26,38.58514650493953
31,249.08869415196915
39,154.49748001926943
40,24.652346925251333
41,216.90010301213314
42,293.75219982482764
43,155.44660496626773
51,213.54090694196333
52,76.07110391291168
54,19.08497702871066
60,134.73921047151094
61,141.76580545461104
62,109.27619218163758
63,23.786802440328874
65,114.26165687788435
66,105.52392720944147
68,146.2381481726859
71,81.38897228608963
80,25.081314316426326
82,65.38124426772058
94,132.6039506026091
98,266.04592478324037
101,29.424200079777002
102,133.9808305150636
107,93.37076416887865
112,213.13149120139772
113,71.17902403281396
115,65.46619299489096
116,116.49830647448086
120,153.43722901056876
121,90.17921362467094
122,293.3037216790866
132,194.8025757526647
143,71.81983296501988
147,65.68878958877129
150,19.22460341842638
151,83.68283543619972
152,246.62342074559325
153,82.4781141221613
155,159.42564723253815
156,52.137935387075736
159,189.52171315474382
161,154.43777601722235
163,39.06623196431447
177,174.28946178969835
186,19.138824667298973
188,17.95905979067927
190,86.2451506048142
191,89.62253868098406
192,263.35234195955866
195,281.6109657726377
200,158.53747199086538
209,291.3095473835852
210,18.91477079414613
211,215.1526756086113
214,142.4602602051215
215,25.019112128858644
218,105.17746315498027
219,37.11211266653075
222,153.76393243388193
225,18.41836266658425
228,294.82339060171944
236,206.7603635726882
241,30.883293569783007
242,180.48367397242444
243,223.19571595991857
245,18.923719159263694
247,279.3660519902409
251,132.00707694300036
252,83.7529085022124
253,83.48656912730608
254,88.94849891176283
258,284.6909046942562
260,65.38734190717439
261,168.60047699205006
265,84.15705053480973
266,280.5336471644827
267,278.02390337039486
269,161.19578360534717
270,65.48374236077932
275,102.86645978862109
278,39.733541428845065
279,81.5944878774907
286,86.84645290874808
287,24.439468518147955
288,197.52422061212985
289,159.96602678240245
293,18.84921584129233
294,168.4165285878347
297,47.82876999259804
302,106.88603519883384
303,63.207966843922264
304,44.81707789670293
307,102.6731237832543
309,18.833164958853473
311,173.4689863068424
312,138.4275023843058
314,197.87229363954168
315,223.98029051529116
319,177.19079817293164
322,110.40112914109085
323,65.40536921196832
325,125.77647012211914
327,272.8827795119326
330,38.73424146456082
332,200.94336354368397
333,18.84921584129233
338,104.29886771732681
341,100.54505959928227
345,231.9093253967714
348,132.17701950067286
349,39.06623196431447
350,116.1332786981862
352,65.07291909313754
355,15.97622662707716
356,199.7721566853633
358,65.68477898979276
363,128.21167227160956
369,168.85476210819093
371,19.22460341842638
372,141.7923802986328
375,288.3490341683743
380,127.05552181353738
388,38.33907527061005
391,139.08285426034874
392,272.1724465290561
393,296.2396569677594
394,175.98420271961407
396,24.963511371064047
401,29.718097571917408
407,82.48814220644026
409,82.34266309949633
410,109.04514058381538
416,121.9585367070322
418,117.13089158988548
420,156.23802196882176
421,202.0926216363704
422,129.43320073482772
424,291.1428201838344
428,285.7263241111026
429,231.1631816472043
431,174.94152492616197
435,17.02343724644507
439,115.39600650093168
441,18.854219920618604
447,83.63474983356164
449,143.01846071688522
451,147.51509564034586
452,18.833164958853473
454,203.43010983818635
458,231.8451683890631
463,134.28026039886538
467,19.123526216484645
470,252.8724023661868
471,156.8236243045485
474,279.7107319085628
478,18.910597857339003
483,108.81619382342024
484,133.99470588294398
485,81.84954037297352
486,131.36227658662557
491,102.0785573909883
494,103.42472588816997
495,260.7705212130883
497,210.28037170629102
499,175.94694855945326
515,116.61115906493565
518,206.6569095131402
521,164.41136889968874
525,155.20596481639663
529,245.36683556288523
532,139.8773139735193
534,83.69648244792585
540,83.8883541023706
544,290.95910687715553
547,159.72491118569783
549,38.92092519456524
563,39.131112787224154
564,157.98329068658845
567,107.58651550286513
572,117.8142482795604
577,131.13968721362662
578,253.1192341895191
585,291.79831190556536
588,141.5615319667483
589,123.52572315798449
590,106.27249907095276
592,19.170100986743627
594,240.27620154027701
596,18.8248104098741
598,291.7919305662903
599,138.04019605002006
605,31.00787782379949
606,125.7090080530125
607,265.00966228991973
608,220.17391045696363
609,65.0871788572809
610,284.84870045900186
611,176.0645437537244
614,131.90783800275986
615,211.53711232343534
616,268.89668509754796
617,125.81255899987634
618,249.90653791368507
624,105.94581384200082
629,139.67732567575462
631,81.84954037297352
633,80.82425349330906
637,25.081314316426326
638,105.54631682486448
643,64.75472873845011
644,157.33987885304683
645,39.733541428845065
646,202.00576942539476
648,199.96507754923752
650,31.30067024434671
651,176.58113764584274
652,279.0067096195429
656,131.82223386559124
657,18.910597857339003
659,68.90392296399948
660,212.05830177966612
662,104.13100229069101
665,298.27803130021573
675,288.96695668918693
681,158.97617937168002
682,217.2310979024247
685,16.53408147746209
686,196.3843466140382
689,25.019112128858644
696,146.07665646667408
703,152.0559849274528
704,100.25253163877204
705,149.869477851465
714,221.46712858319034
717,85.40310863902735
718,19.222741274482086
720,82.61072897203884
721,250.30221037054253
723,217.55878384771827
726,168.76438168783977
728,128.47916722930248
730,171.95516730030482
731,24.963511371064047
734,303.30811306088066
737,81.86845107565615
738,18.838224670631778
745,171.88902055919627
746,25.23808691625448
749,218.45605939213786
752,25.05879466854118
753,164.61510312878542
758,224.6509400565522
765,19.232303174311312
766,237.9411719257487
768,81.84954037297352
769,189.44033102753158
