title,box_off_num
용서는 없다,1087200.6456781512
아빠가 여자를 좋아해,1720999.9127854696
하모니,1100676.6801404078
의형제,2120512.652702945
평행 이론,2164758.471412227
회오리 바람,7.11549440828665
경계도시 2,2660.6236303127207
이웃집 남자,13.655846473519894
아마존의 눈물 극장판,1608.818080619737
반가운 살인자,93.38880691970118
집 나온 남자들,157890.11448849132
베스트셀러,570173.5206383846
작은 연못,75.52900723716253
경,1886.625309906818
대한민국 1%,493141.2775755347
포화 속으로,1387311.9293088708
나쁜 놈이 더 잘 잔다,1425.053797615119
맨발의 꿈,1982418.9744902563
요술,115413.59870414011
마법천자문: 대마왕의 부활을 막아라,419220.7218272342
인플루언스,2.64701667529291
미스터 좀비,4644.6635829024735
김복남 살인사건의 전말,16172.103356385478
엄지아빠,26.574065652684588
탈주,5.49025659624996
해결사,1099088.3650287404
할,1330.2797380309396
된장,875786.3517707485
조금만 더 가까이,6535.523804054588
우리 만난 적 있나요,20.94911011767048
쩨쩨한 로맨스,811065.2801423854
용서,67529.51055436685
브라보! 재즈 라이프,3716.657767071926
카페 느와르,2539.282233182443
오래된 인력거,4623.6841944615535
창피해,2157.418076110917
"양 한 마리, 양 두 마리",1311.1864471546496
하얀 정글,3440.4059490594323
다슬이,1476.5475967675172
REC 알이씨,4.243058156312147
량강도 아이들,16.077745453624964
티끌모아 로맨스,68969.37677092955
더 킥,923925.4592973534
커플즈,127489.96659210118
오늘,172415.68893250168
완득이,749658.5147967591
은어,17.208911390658557
고래를 찾는 자전거,6.433786422073632
도가니,47157.527590639445
겨울냄새,485.50493273467674
환타스틱 모던가야그머,1578.6254858736054
블라인드,587249.8800470817
링크,2484.901193923785
퀵,822354.8863610275
모비딕,2467846.435956617
굿바이 보이,28.6927932082934
종로의 기적,4613.650447343812
회초리,587767.9187218539
체포왕,1047447.7512919636
세상에서 가장 아름다운 이별,3117320.2110921047
나는 아빠다,410003.5896553506
수상한 고객들,3021038.6004663343
수상한 이웃들,8606.04935136867
돌아오는 길,425.81639858975143
우리 이웃의 범죄,8080.7862405949745
엄마는 창녀다,9.313650028007833
위험한 상견례,996548.7768357048
간증,10740.48153395082
"사랑한다, 사랑하지 않는다",220204.0961866451
"혜화, 동",18030.34314039378
글러브,1127257.5631827968
가문의 귀환,788756.4222039903
잔혹한 앵글의 로망스,171.3406320670329
나의 PS 파트너,735572.0167928629
롤플레이,223.2791797533992
마티나,450.0561189515022
음치 클리닉,1269918.9307281484
남영동1985,176081.65640255876
돈 크라이 마미,41335.78049029768
반드시 크게 들을 것 2 : Wild Days,2882.0016491423976
범죄소년,13332.598917084819
내가 살인범이다,2062354.528128811
터치,5834.777350953776
늑대소년,1741529.1610283118
맥코리아,1329.7193105716542
용의자X,1867723.9203417143
하나안,1335.8190228083038
투 올드 힙합 키드,6115.3281283143115
한경직,1639.2278082311188
미운오리새끼,103751.71132200884
황제펭귄 펭이와 솜이,1490.858748292522
두 개의 문,2364.203625074866
I AM,200130.89433738613
후궁 : 제왕의 첩,734824.9221049404
