title,box_off_num
용서는 없다,1020781.3772595123
아빠가 여자를 좋아해,1897692.2704562575
하모니,1194652.0264055626
의형제,2105814.8801833107
평행 이론,2198302.4627160863
회오리 바람,54.37046929255869
경계도시 2,2293.4534812227853
이웃집 남자,31.402589821464876
아마존의 눈물 극장판,1681.3621117953826
반가운 살인자,668.8034979684737
집 나온 남자들,156669.9007197884
베스트셀러,577150.1403447831
작은 연못,427.0724676056548
경,1580.1095866931719
대한민국 1%,507052.9157797441
포화 속으로,1390266.1362861665
나쁜 놈이 더 잘 잔다,1675.3425210448406
맨발의 꿈,2057070.855089376
요술,122141.25338865777
마법천자문: 대마왕의 부활을 막아라,441123.23511575727
인플루언스,22.125023305210878
미스터 좀비,4337.602055777464
김복남 살인사건의 전말,16675.81784827549
엄지아빠,63.08524213554057
탈주,45.1513347464037
해결사,982057.5592902222
할,1149.47547134693
된장,1383432.166609727
조금만 더 가까이,8875.710249885407
우리 만난 적 있나요,68.6438837118376
쩨쩨한 로맨스,781822.5132252512
용서,81333.55909126041
브라보! 재즈 라이프,4204.110625649732
카페 느와르,4546.9746605381915
오래된 인력거,4789.540993015152
창피해,2634.77769815684
"양 한 마리, 양 두 마리",1335.095554610172
하얀 정글,3355.5616699740367
다슬이,1582.2610625129819
REC 알이씨,14.301818908059014
량강도 아이들,58.14932762388954
티끌모아 로맨스,45800.91411072194
더 킥,535351.6595580579
커플즈,89052.96875803462
오늘,192285.16376562417
완득이,721367.2456285405
은어,54.38090952846801
고래를 찾는 자전거,57.83368897249079
도가니,35743.69647865006
겨울냄새,216.74726139667303
환타스틱 모던가야그머,924.1495404234612
블라인드,1274463.034777945
링크,2757.560677130841
퀵,690007.5460886956
모비딕,1617887.2088069196
굿바이 보이,274.7937597431822
종로의 기적,4034.685267733725
회초리,662184.9151596996
체포왕,961152.0767849855
세상에서 가장 아름다운 이별,2063600.285121086
나는 아빠다,398619.5353274744
수상한 고객들,4457676.810635761
수상한 이웃들,14139.816728400549
돌아오는 길,386.266866294771
우리 이웃의 범죄,15608.98329606015
엄마는 창녀다,28.106400572098043
위험한 상견례,627031.5159468253
간증,8937.425190219697
"사랑한다, 사랑하지 않는다",257899.5506160784
"혜화, 동",19041.354198387315
글러브,913905.9494621027
가문의 귀환,663666.3049317871
잔혹한 앵글의 로망스,117.14454026210349
나의 PS 파트너,685354.2863759625
롤플레이,135.8130865923555
마티나,356.43691197966905
음치 클리닉,993942.8737518998
남영동1985,168426.13907311895
돈 크라이 마미,53457.577865684776
반드시 크게 들을 것 2 : Wild Days,3515.4841023452245
범죄소년,12014.680004405016
내가 살인범이다,2444901.410406493
터치,5053.786559000507
늑대소년,2129627.905440956
맥코리아,1122.121750899978
용의자X,1366770.6993846383
하나안,1216.5153679940236
투 올드 힙합 키드,7024.956020093618
한경직,1310.1665235054077
미운오리새끼,88793.94892235154
황제펭귄 펭이와 솜이,1052.1174672902168
두 개의 문,1901.68775937744
I AM,180379.01831727012
후궁 : 제왕의 첩,611046.5468205801
"안녕, 하세요!",128726.78532436216
천국의 아이들,47.80036550090009
할머니는 일학년,16495.098339079334
두레소리,40.05932187636939
"봄, 눈",465627.799931853
은교,161685.09919707492
간기남,675405.0255129073
시체가 돌아왔다,1646233.075575279
말하는 건축가,4244.839978365595
밀월도 가는 길,5119.612898654229
파파,713933.7595255406
점박이:한반도의 공룡3D,77834.81176321402
댄싱퀸,3422147.3776595476
누구의 딸도 아닌 해원,32243.40993421675
신세계,2634690.449547178
굿바이 홈런,3554.0331614750153
불륜의 시대,1212.2192327826558
남쪽으로 튀어,703809.1466948305
좋은 친구들,1312385.874650099
지슬 - 끝나지 않은 세월 2,2263.431977746925
누구나 제 명에 죽고 싶다,6669.734790043204
사이코메트리,703393.1802038798
환상속의 그대,5344.380023664707
몽타주,2138281.593656327
"힘내세요, 병헌씨",1421.9546955756794
꼭두각시,65785.80845560895
홀리,1171.4167830464623
마이 라띠마,381713.74407796585
더 테러 라이브,612067.3393168652
슈퍼피쉬 - 끝없는 여정,902.105807965471
콩가네,36.10695679186381
허풍,328.1176157452618
젊은 엄마,490.90581522342495
노라노,18506.41623276623
노브레싱,45964.18000766364
말하는 건축 시티:홀,3570.5551976322204
댄서김의 은밀한 교수법,14.922036621932586
소원,578117.453875201
고양이 소녀,302.73819269207905
롤플레이 2 : 동침,186.04307896418598
동창생,1774830.99008356
용의자,4824676.826747172
미녀전쟁,231.70198613511172
캐치미,909396.4103186798
그 강아지 그 고양이,79798.54055955593
화려한 외출,21.49688878754203
오하이오 삿포로,847.6236483436078
마이 리틀 히어로,671511.3333464346
박수건달,4439445.1638417505
배꼽,52.33366153104931
나가요 미스콜,1484.0902042049859
우아한 거짓말,30135.81673278467
미스터 컴퍼니,6588.740575816181
우리별 일호와 얼룩소,1712.5448974035025
찌라시: 위험한 소문,1579106.8884310548
조선미녀삼총사,1446026.0406232476
만찬,3594.582198515716
한 번도 안 해본 여자,2234.700803972905
살인자,27.860858361599323
  이것이 우리의 끝이다,3768.500008170267
그댄 나의 뱀파이어,985.382031899071
황제를 위하여,384.58710897261295
레디액션! 폭력영화,2762.258711927781
스퀴시랜드,89558.21970300011
우는 남자,1904904.7929887807
하이힐,1513385.1054805638
도희야,21907.21196504687
표적,864961.1377276181
10분,71028.2826344725
메이크 유어 무브,203299.97854453154
카토 프로젝트,337.9769619005742
녀녀녀,257.5370754580942
방황하는 칼날,1332070.5503235108
바리새인,23.750009203848588
욕망의 독: 중독,1756.1642859361248
설계,2208.6871440608265
레쓰링,829.3753725913624
원 컷 - 어느 친절한 살인자의 기록,1868.2329993255246
픽업 아티스트,688.4478632574674
옹녀뎐,22.106631087254247
왓니껴,1631.1746613033094
족구왕,10139.178344772658
내 연애의 기억,22837.060223370252
바세코의 아이들,1887.4847677693315
명량,5903170.186945152
군도: 민란의 시대,5524700.405353385
산타바바라,17866.00325597449
나는 야한 여자가 좋다,505.11742049752115
숙희,1197.307779968629
더 테너 리리코 스핀토,6946.390439907426
기술자들,1083627.599467076
신화 라이브 3D 더 레전드 컨티뉴스,4156.497725641177
악사들,3205.289576075453
울언니,4831.876499922978
정사: 위험한 성적유희,437.814989437394
레디액션 청춘,446701.5488597078
"제자, 옥한흠",2705.940217259584
환상,668.9152997260534
위층여자,1083.5457148931964
가자! 장미여관으로 3 - 방황,2014.5279368256472
나는 야한 여자가 좋다 3,432.2904244006454
스물,1829593.9322784368
그라운드의 이방인,3757.4039524552577
살인의뢰,244051.3378335683
살인캠프,421.59910480993796
헬머니,809909.2222276857
조류인간,277.33094076087735
최강전사 미니특공대 : 새로운 악당의 습격,36286.64879907897
생각보다 맑은,37.045566723281695
고양이 장례식,5455.650516314326
설해,83679.54921590237
나의 절친 악당들,1433399.0984722741
연평해전,2211927.168739603
극비수사,1104483.2917504068
성난 화가,1990.6470537318994
은밀한 유혹,1652550.3243416564
혜경궁 홍씨,1204.0043408054548
무뢰한,726817.6646730005
간신,1238728.7088533128
연애의 맛,223.9847791799817
잡식가족의 딜레마,11767.155742356468
플랑크 상수,208.996870430233
장수상회,1054735.8919745255
파울볼,57280.34331769714
춘희막이,25195.910143658537
덫: 치명적인 유혹,975.2431534423422
션샤인 러브,25048.438207217914
사도,2818181.8024509014
돼지 같은 여자,63487.78635625759
사랑이 이긴다,42896.42854329487
슈퍼레이서 엔지,10567.567509220671
제 7기사단,79.09992944236858
고백,40.87977935460194
미쓰 와이프,765445.7111649247
위로공단,7527.206518237934
베테랑,3914845.3392439447
악인은 살아 있다,10326.670112834929
쓰리 썸머 나잇,299382.31646758714
마돈나,108184.96203518612
"나의 아들, 나의 어머니",1413.4789106263818
슬픈남자,32.464764779438376
타이밍,6399.821173763223
타투,43.05606710367556
어떤이의 꿈,206.43075924892693
해에게서 소년에게,5766.172455550216
울보 권투부,3752.651859950329
어떤살인,104.70901973659564
말하지 못한 비밀,2199.5462878564954
조선안방 스캔들-칠거지악 2,427.60823063008326
