title,box_off_num
용서는 없다,1131268.264651334
아빠가 여자를 좋아해,2178166.699208355
하모니,1004825.8577719561
의형제,2506861.0563391224
평행 이론,2529311.6251644585
회오리 바람,224.10292311058805
경계도시 2,1955.9986400591586
이웃집 남자,115.59067167703398
아마존의 눈물 극장판,2585.0470335321784
반가운 살인자,328.64703056924077
집 나온 남자들,186974.14008232165
베스트셀러,395112.03272493393
작은 연못,221.24110217922455
경,1101.8812008899677
대한민국 1%,398836.4152625109
포화 속으로,1808444.356922173
나쁜 놈이 더 잘 잔다,2018.093775237405
맨발의 꿈,3120907.3542068787
요술,89594.98624041799
마법천자문: 대마왕의 부활을 막아라,56612.75951276021
인플루언스,109.39243792293036
미스터 좀비,2903.9293018194476
김복남 살인사건의 전말,10852.876402146518
엄지아빠,149.42224739070096
탈주,203.06854434707597
해결사,1014831.3542195223
할,688.2202692876538
된장,1361805.7184584897
조금만 더 가까이,5142.111701530781
우리 만난 적 있나요,173.27061999065427
쩨쩨한 로맨스,684319.1890760183
용서,37745.78761551893
브라보! 재즈 라이프,3445.7530929894538
카페 느와르,2970.8175781035193
오래된 인력거,4574.056760364848
창피해,1658.0954745839829
"양 한 마리, 양 두 마리",1278.5569567553578
하얀 정글,2225.418157679929
다슬이,2667.2379387065757
REC 알이씨,60.06902249757519
량강도 아이들,231.81573875310886
티끌모아 로맨스,39856.22010523903
더 킥,321724.3105912147
커플즈,153022.71343698673
오늘,216194.61155426534
완득이,611916.8690348143
은어,235.98690029961
고래를 찾는 자전거,270.78810194091017
도가니,39704.89120852257
겨울냄새,108.2773190712487
환타스틱 모던가야그머,759.7022602055491
블라인드,1742489.1490723249
링크,2948.7638425233313
퀵,404195.3193643252
모비딕,1722054.4891690395
굿바이 보이,654.3898000183461
종로의 기적,4609.833422909755
회초리,645333.3907165598
체포왕,948053.1867510654
세상에서 가장 아름다운 이별,2480817.8620122075
나는 아빠다,416041.05516004405
수상한 고객들,6476403.057249334
수상한 이웃들,5679.355193095696
돌아오는 길,191.07066737285274
우리 이웃의 범죄,5536.839195635966
엄마는 창녀다,128.98461182126655
위험한 상견례,540672.2820514294
간증,9143.01233398426
"사랑한다, 사랑하지 않는다",557752.4089624849
"혜화, 동",10759.793128287201
글러브,1359683.3695831422
가문의 귀환,485364.0621175157
잔혹한 앵글의 로망스,141.49851642749502
나의 PS 파트너,617371.6450586368
롤플레이,107.04683019879046
마티나,447.0911416466733
음치 클리닉,1235529.451758936
남영동1985,283676.1101478566
돈 크라이 마미,58543.673498892866
반드시 크게 들을 것 2 : Wild Days,2261.1725397041223
범죄소년,12063.292370299247
내가 살인범이다,3020036.7990157143
터치,2578.15905225941
늑대소년,2435103.567629653
맥코리아,1085.2601965630943
용의자X,1771349.633280747
하나안,555.3598621983704
투 올드 힙합 키드,6089.04990990131
한경직,1595.4784823780813
미운오리새끼,57430.22621814643
황제펭귄 펭이와 솜이,902.8453159008212
두 개의 문,1380.172925684684
I AM,160703.5897711991
후궁 : 제왕의 첩,749510.4353058394
"안녕, 하세요!",101441.7142833176
천국의 아이들,211.5413429569314
할머니는 일학년,14379.10596134904
두레소리,190.25127070827943
"봄, 눈",893357.0973565634
은교,90841.15577256778
간기남,641410.0408068803
시체가 돌아왔다,1836987.54711938
말하는 건축가,8241.340162929619
밀월도 가는 길,3808.7566983106167
파파,631111.8400161036
