title,box_off_num
용서는 없다,797684.0776445543
아빠가 여자를 좋아해,2959121.0760622155
하모니,1374149.547758185
의형제,2003648.5546180457
평행 이론,2475031.648533687
회오리 바람,5.192960872794573
경계도시 2,1925.4132613215447
이웃집 남자,3.107163738635577
아마존의 눈물 극장판,1631.7765625130821
반가운 살인자,9.834027360871795
집 나온 남자들,107538.34195768579
베스트셀러,753399.721983964
작은 연못,12.250948561789166
경,1544.8646160972728
대한민국 1%,772168.0632202104
포화 속으로,1750709.6299777112
나쁜 놈이 더 잘 잔다,1964.6181936088894
맨발의 꿈,2058299.1418694267
요술,122008.64453967442
마법천자문: 대마왕의 부활을 막아라,861588.8194009373
인플루언스,0.8230797776512068
미스터 좀비,5450.586790505477
김복남 살인사건의 전말,18357.842345632373
엄지아빠,24.41565994363618
탈주,4.945635310793507
해결사,708689.8484326308
할,1302.993136736455
된장,2102859.3590142
조금만 더 가까이,19021.25272147534
우리 만난 적 있나요,5.604365898341786
쩨쩨한 로맨스,790142.0346996586
용서,132843.79365091512
브라보! 재즈 라이프,3979.941391216707
카페 느와르,2920.4176026361806
오래된 인력거,6823.729738164418
창피해,3983.8692572224386
"양 한 마리, 양 두 마리",1615.1939067029152
하얀 정글,3299.1280232212052
다슬이,1541.0034408021152
REC 알이씨,2.4667179585195935
량강도 아이들,3.0953882863985793
티끌모아 로맨스,43955.87811507213
더 킥,796390.8719202996
커플즈,63599.32348463082
오늘,90103.7409604119
완득이,784012.4567525634
은어,5.418280020993071
고래를 찾는 자전거,2.140532298702601
도가니,35883.479108770895
겨울냄새,115.7839320186679
환타스틱 모던가야그머,480.8607557068265
블라인드,2727248.6244287947
링크,2781.1288455769777
퀵,737181.7780934735
모비딕,1305352.5711913873
굿바이 보이,32.413646598993715
종로의 기적,3727.8866149300657
회초리,798704.1501226113
체포왕,854404.433109798
세상에서 가장 아름다운 이별,1447288.6752496979
나는 아빠다,298012.22851217404
수상한 고객들,6075221.218125939
수상한 이웃들,33238.23668884534
돌아오는 길,444.8165018755159
우리 이웃의 범죄,36359.90799504818
엄마는 창녀다,2.9872849018357956
위험한 상견례,328007.9879796969
간증,12128.219738575233
"사랑한다, 사랑하지 않는다",158393.76784424306
"혜화, 동",42411.67198358424
글러브,269607.0367144428
가문의 귀환,986452.5048824499
잔혹한 앵글의 로망스,64.38552581191333
나의 PS 파트너,695740.2299395143
롤플레이,130.3353417854368
마티나,327.8538198062576
음치 클리닉,877241.068263037
남영동1985,83843.19746243343
돈 크라이 마미,84012.0860977761
반드시 크게 들을 것 2 : Wild Days,6872.089944555704
범죄소년,15365.434834574437
내가 살인범이다,2954371.3285504524
터치,5482.234002136205
늑대소년,2156472.4639190617
맥코리아,1048.2999396866117
용의자X,864346.9683966142
하나안,1449.4471693151131
투 올드 힙합 키드,9427.559305505505
한경직,1050.7885987027184
미운오리새끼,90499.51626275411
황제펭귄 펭이와 솜이,949.2526316973037
두 개의 문,1448.6394308731797
I AM,263963.32869853
후궁 : 제왕의 첩,403901.779308448
"안녕, 하세요!",245833.33268609038
천국의 아이들,2.3173314854141305
할머니는 일학년,18532.34008472449
두레소리,3.4171676777392737
"봄, 눈",849738.5842291014
은교,233801.47582711454
간기남,660219.3210106201
시체가 돌아왔다,1838040.8310079165
말하는 건축가,2596.181644224805
밀월도 가는 길,12276.155418567285
파파,1365700.3954706462
점박이:한반도의 공룡3D,133561.00128450894
댄싱퀸,3111384.6403863747
누구의 딸도 아닌 해원,56754.22356276055
신세계,2891349.9125292944
굿바이 홈런,3437.6376496386006
불륜의 시대,1206.4999605805829
남쪽으로 튀어,534832.7620385404
좋은 친구들,2108063.5595951597
지슬 - 끝나지 않은 세월 2,1982.1704915924217
누구나 제 명에 죽고 싶다,11633.974458103556
사이코메트리,1364275.5930810275
환상속의 그대,6915.380829363715
몽타주,1947520.3608299075
"힘내세요, 병헌씨",1337.9217680967272
꼭두각시,83385.94461083751
홀리,1315.5301340531355
마이 라띠마,602807.3349831017
더 테러 라이브,664920.6758058564
슈퍼피쉬 - 끝없는 여정,583.0453569167178
콩가네,4.084753737720547
허풍,403.67601348679744
젊은 엄마,464.26974210309044
노라노,38776.34847558141
노브레싱,32635.88059005705
말하는 건축 시티:홀,4690.131502262521
댄서김의 은밀한 교수법,3.2175133069902686
소원,1215205.1810705394
고양이 소녀,288.25505013381115
롤플레이 2 : 동침,118.94889093102213
동창생,1257156.32555369
용의자,4774082.975337137
미녀전쟁,151.09487512257942
캐치미,2083799.2301718986
그 강아지 그 고양이,170685.0104180567
화려한 외출,7.091419949511397
오하이오 삿포로,651.1598080549069
마이 리틀 히어로,266500.97310411837
박수건달,2796697.919112611
배꼽,4.18540012751234
나가요 미스콜,1403.8979473730453
우아한 거짓말,22454.695435341884
미스터 컴퍼니,10526.049104421816
우리별 일호와 얼룩소,2051.1567380173797
찌라시: 위험한 소문,1361157.5985102332
조선미녀삼총사,1412440.5110670514
만찬,2438.3108127371443
한 번도 안 해본 여자,2436.3176159915574
살인자,5.073193150503236
  이것이 우리의 끝이다,4035.073529103312
그댄 나의 뱀파이어,890.50836969105
황제를 위하여,8.629095430036969
레디액션! 폭력영화,4441.9278622755255
스퀴시랜드,138191.64050680972
우는 남자,3480027.583407747
하이힐,1378754.5705461001
도희야,14814.721339753729
표적,911074.8361002849
10분,110849.61547119396
메이크 유어 무브,519750.4591553743
카토 프로젝트,197.1473350397833
녀녀녀,218.9580110587415
방황하는 칼날,1355229.2263462439
바리새인,2.561237750992841
욕망의 독: 중독,2490.7865438442104
설계,2330.115090570489
레쓰링,908.2357329341363
원 컷 - 어느 친절한 살인자의 기록,2372.1174553637816
픽업 아티스트,285.3069415442745
옹녀뎐,2.0474890314310312
왓니껴,983.5469182461032
족구왕,14583.124065233573
내 연애의 기억,33491.13878437417
바세코의 아이들,1297.0531651818465
명량,4355552.17391011
군도: 민란의 시대,3977339.97926896
산타바바라,11178.95961937713
나는 야한 여자가 좋다,505.3923025344768
숙희,1486.5174769790924
더 테너 리리코 스핀토,7394.040607291024
기술자들,865090.8416080083
신화 라이브 3D 더 레전드 컨티뉴스,4419.687380331879
악사들,3400.883782172867
울언니,7569.912527561866
정사: 위험한 성적유희,684.1158193997989
레디액션 청춘,545890.0840077065
"제자, 옥한흠",2595.736847115435
환상,944.8572126674151
위층여자,1320.1100972585912
가자! 장미여관으로 3 - 방황,3339.4748738332923
나는 야한 여자가 좋다 3,474.85208721136826
스물,2095419.0974472696
그라운드의 이방인,4396.181973154794
살인의뢰,273584.1844931196
살인캠프,319.7734401503404
헬머니,1011015.1079263359
조류인간,23.04604788019078
최강전사 미니특공대 : 새로운 악당의 습격,42207.31627716784
생각보다 맑은,7.445642553595956
고양이 장례식,6876.888744246478
설해,112149.91313565252
나의 절친 악당들,2166397.237055842
연평해전,2116700.1933185346
극비수사,1432072.096849394
성난 화가,1481.0625633341788
은밀한 유혹,1711657.9109377335
혜경궁 홍씨,1378.9497541355647
무뢰한,854352.5713900027
간신,1790456.7332059974
연애의 맛,3.3679076261350205
잡식가족의 딜레마,17417.913622272532
플랑크 상수,105.56941245029921
장수상회,944929.7126452465
파울볼,87118.29734993845
춘희막이,26110.36329164002
덫: 치명적인 유혹,759.3136230606623
션샤인 러브,30475.076135479212
사도,2938200.967456718
돼지 같은 여자,82249.89990141231
사랑이 이긴다,36463.73495339155
슈퍼레이서 엔지,10972.253098822493
제 7기사단,7.746629622049134
고백,4.256279218495277
미쓰 와이프,721217.2863817606
위로공단,6315.078356265652
베테랑,2956103.5525692324
악인은 살아 있다,16574.94316556627
쓰리 썸머 나잇,320951.40625542833
마돈나,122896.7234159757
"나의 아들, 나의 어머니",1757.2253121993635
슬픈남자,1.758980194980145
타이밍,4336.584946692109
타투,3.829354013268133
어떤이의 꿈,147.4336270348944
해에게서 소년에게,4159.538045598234
울보 권투부,4156.879906843439
어떤살인,2.8812009593125647
말하지 못한 비밀,2067.4632710083247
조선안방 스캔들-칠거지악 2,359.5640980583647
