ID,actual_productivity
TEST_0000,0.47690569999999993
TEST_0001,0.5634268999999998
TEST_0002,0.5279479999999999
TEST_0003,0.47690569999999993
TEST_0004,0.5711918000000007
TEST_0005,0.6742292000000002
TEST_0006,0.6721390083333334
TEST_0007,0.5900341000000004
TEST_0008,0.5592886000000005
TEST_0009,0.6847500999999991
TEST_0010,0.4957814357142862
TEST_0011,0.6028198000000002
TEST_0012,0.5911895500000002
TEST_0013,0.627858216666667
TEST_0014,0.5862768000000003
TEST_0015,0.46398921000000004
TEST_0016,0.6319909833333337
TEST_0017,0.6319909833333337
TEST_0018,0.4514397671428572
TEST_0019,0.45480526309523817
TEST_0020,0.4615850999999999
TEST_0021,0.48379070000000013
TEST_0022,0.4497510999999993
TEST_0023,0.4473661999999993
TEST_0024,0.38756729999999995
TEST_0025,0.4980642000000004
TEST_0026,0.5500854999999999
TEST_0027,0.5736781000000001
TEST_0028,0.6824610000000001
TEST_0029,0.6667777000000004
TEST_0030,0.6786318000000001
TEST_0031,0.4717777666666672
TEST_0032,0.7413561
TEST_0033,0.7527101000000003
TEST_0034,0.7979801000000002
TEST_0035,0.7858567
TEST_0036,0.4128016000000001
TEST_0037,0.4736598999999999
TEST_0038,0.5156939999999999
TEST_0039,0.4736598999999999
TEST_0040,0.4372829999999997
TEST_0041,0.3363356999999998
TEST_0042,0.3974846999999997
TEST_0043,0.47018040000000005
TEST_0044,0.6473099000000001
TEST_0045,0.6710762000000002
TEST_0046,0.6723507
TEST_0047,0.5167383999999998
TEST_0048,0.46215819999999996
TEST_0049,0.3876425999999998
TEST_0050,0.4492360000000001
TEST_0051,0.3855452999999999
TEST_0052,0.6244622999999997
TEST_0053,0.4210581000000005
TEST_0054,0.46376969999999956
TEST_0055,0.3894499000000004
TEST_0056,0.4955845000000001
TEST_0057,0.3701860999999999
TEST_0058,0.39438870000000015
TEST_0059,0.4975624000000002
TEST_0060,0.5150408
TEST_0061,0.4107375000000002
TEST_0062,0.5615769000000005
TEST_0063,0.42634243833333335
TEST_0064,0.5359530999999998
TEST_0065,0.34017524999999993
TEST_0066,0.3382653499999999
TEST_0067,0.5366416999999999
TEST_0068,0.45784030000000003
TEST_0069,0.5150336999999999
TEST_0070,0.5152100000000001
TEST_0071,0.6007237000000004
TEST_0072,0.5911895500000002
TEST_0073,0.5281139666666672
TEST_0074,0.5862768000000003
TEST_0075,0.4740711500000003
TEST_0076,0.6038888000000003
