ID,actual_productivity
TEST_0000,0.4217130593908211
TEST_0001,0.493266595408414
TEST_0002,0.4934539431797091
TEST_0003,0.4217130593908211
TEST_0004,0.6185754670794426
TEST_0005,0.7218635094771582
TEST_0006,0.7600084625836688
TEST_0007,0.7218635094771582
TEST_0008,0.5963396736521163
TEST_0009,0.7083970611910517
TEST_0010,0.7741717143322799
TEST_0011,0.6387595557485223
TEST_0012,0.7532333398761943
TEST_0013,0.7619459087884897
TEST_0014,0.6873811382559846
TEST_0015,0.7329138620837511
TEST_0016,0.7654872119540275
TEST_0017,0.7654872119540275
TEST_0018,0.7654872119540275
TEST_0019,0.7214140819644278
TEST_0020,0.45306635057690153
TEST_0021,0.4857609862263133
TEST_0022,0.5506134545190879
TEST_0023,0.5506134545190879
TEST_0024,0.47986902882511817
TEST_0025,0.5347529584489167
TEST_0026,0.543154359903023
TEST_0027,0.37149846471605774
TEST_0028,0.6581455860685403
TEST_0029,0.6722047097819382
TEST_0030,0.6390270607214974
TEST_0031,0.6224410077959315
TEST_0032,0.824753035245428
TEST_0033,0.8686405008298479
TEST_0034,0.8030496050990342
TEST_0035,0.8463175295181699
TEST_0036,0.49583370916929903
TEST_0037,0.5207884889491674
TEST_0038,0.5206192598011807
TEST_0039,0.5207884889491674
TEST_0040,0.4714365765157539
TEST_0041,0.5437300114048879
TEST_0042,0.44709881091351367
TEST_0043,0.4919791393972292
TEST_0044,0.68137186316013
TEST_0045,0.6386606320068894
TEST_0046,0.6731827238588168
TEST_0047,0.5213472750989518
TEST_0048,0.4475615922039215
TEST_0049,0.4012505382241142
TEST_0050,0.4533346978416643
TEST_0051,0.44913576659220916
TEST_0052,0.4433878430316143
TEST_0053,0.36960506026428575
TEST_0054,0.5461720720781869
TEST_0055,0.31247754310709763
TEST_0056,0.4840480377245667
TEST_0057,0.44700822452073063
TEST_0058,0.46860284490785375
TEST_0059,0.4840480377245667
TEST_0060,0.4433294682917389
TEST_0061,0.5789383511281644
TEST_0062,0.6022433198834777
TEST_0063,0.561945748214646
TEST_0064,0.5748242634433783
TEST_0065,0.4597793023685247
TEST_0066,0.5207553856836887
TEST_0067,0.5748242634433783
TEST_0068,0.5328524501338016
TEST_0069,0.5784996059439342
TEST_0070,0.5723306464833251
TEST_0071,0.5558735783102524
TEST_0072,0.7532333398761943
TEST_0073,0.7669569591426658
TEST_0074,0.6873811382559846
TEST_0075,0.6816259769045373
TEST_0076,0.609291594572887
TEST_0077,0.6586407000221741
TEST_0078,0.6163086664229963
TEST_0079,0.5810432153956204
TEST_0080,0.42479907983560944
TEST_0081,0.4108611422367245
TEST_0082,0.38969367081955447
TEST_0083,0.5506134545190879
TEST_0084,0.5755104291475799
TEST_0085,0.5977042349784222
TEST_0086,0.6920233753075353
TEST_0087,0.6665759336055286
TEST_0088,0.5717688004133407
TEST_0089,0.46521297492071584
TEST_0090,0.4836575808520239
TEST_0091,0.49852574480853384
TEST_0092,0.5631894909700472
TEST_0093,0.450945827276817
TEST_0094,0.48916233922500385
TEST_0095,0.450945827276817
TEST_0096,0.8321913691969294
TEST_0097,0.8312814432150434
TEST_0098,0.7889952735668104
TEST_0099,0.8054637221477069
TEST_0100,0.5946808470524865
TEST_0101,0.5946808470524865
TEST_0102,0.575920856714249
TEST_0103,0.5485481883064652
TEST_0104,0.41027355337740135
TEST_0105,0.3072752470961474
TEST_0106,0.34781186308383794
TEST_0107,0.32554682902433607
TEST_0108,0.2766709100695498
TEST_0109,0.3897912423678337
TEST_0110,0.3318624344853185
TEST_0111,0.25076620890044365
TEST_0112,0.5851069582449754
TEST_0113,0.3413122429678428
TEST_0114,0.38647850726667704
TEST_0115,0.3404692306060572
TEST_0116,0.3098425551078949
TEST_0117,0.5005250952569015
TEST_0118,0.49221953186856915
TEST_0119,0.5271759258301089
TEST_0120,0.6397982678701999
TEST_0121,0.5977679084567704
TEST_0122,0.5376318220240787
TEST_0123,0.5038773384334698
TEST_0124,0.46874719582918034
TEST_0125,0.4857853543050299
TEST_0126,0.5072283044439283
TEST_0127,0.5259882947821658
TEST_0128,0.6212267926618773
TEST_0129,0.5779247967048381
TEST_0130,0.6511516583113883
TEST_0131,0.6167206177096445
TEST_0132,0.547733978506706
TEST_0133,0.5390214095944107
TEST_0134,0.6586407000221741
TEST_0135,0.5906702565310846
TEST_0136,0.5555559609305422
TEST_0137,0.5555559609305422
TEST_0138,0.5555559609305422
TEST_0139,0.6644701549465215
TEST_0140,0.5477013021842572
TEST_0141,0.5555559609305422
TEST_0142,0.5755104291475799
TEST_0143,0.5555034059390588
TEST_0144,0.4642329366572354
TEST_0145,0.41333458996958355
TEST_0146,0.4642329366572354
TEST_0147,0.5137339020276621
TEST_0148,0.4677732464738524
TEST_0149,0.4677732464738524
TEST_0150,0.6159585210898927
TEST_0151,0.44985927536690146
TEST_0152,0.4946847419652503
TEST_0153,0.4091685440846278
TEST_0154,0.48424538565246933
TEST_0155,0.4466831779272748
TEST_0156,0.6933617339699094
TEST_0157,0.7135406386849117
TEST_0158,0.7046832211475199
TEST_0159,0.6387481114078897
TEST_0160,0.43087650703641617
TEST_0161,0.4930532258362758
TEST_0162,0.4874476887852776
TEST_0163,0.4778257578671559
TEST_0164,0.7654872119540275
TEST_0165,0.7457446441886599
TEST_0166,0.7457446441886599
TEST_0167,0.7214140819644278
TEST_0168,0.6079790317302357
TEST_0169,0.6873811382559846
TEST_0170,0.6801855888321918
TEST_0171,0.6864325740782622
TEST_0172,0.6424692436333278
TEST_0173,0.7374320015491087
TEST_0174,0.6193926502423591
TEST_0175,0.7356573164867387
TEST_0176,0.7242012931714558
TEST_0177,0.7305097624968726
TEST_0178,0.7443323801113833
TEST_0179,0.6873811382559846
TEST_0180,0.4765338722099305
TEST_0181,0.48896015948622545
TEST_0182,0.4432874935814715
TEST_0183,0.4589464047960079
TEST_0184,0.44757280997942017
TEST_0185,0.4577885779773831
TEST_0186,0.44757280997942017
TEST_0187,0.5481270072054443
TEST_0188,0.44973042510607497
TEST_0189,0.4595345065459898
TEST_0190,0.4249027197128694
TEST_0191,0.4504585383402917
TEST_0192,0.49803845587200846
TEST_0193,0.4139017762028131
TEST_0194,0.38836316957635436
TEST_0195,0.38836316957635436
TEST_0196,0.44151203938365424
TEST_0197,0.47132368336766617
TEST_0198,0.44151203938365424
TEST_0199,0.44151203938365424
TEST_0200,0.45358090631849696
TEST_0201,0.46365001830792685
TEST_0202,0.49738154594457756
TEST_0203,0.48092338491184294
TEST_0204,0.4549394596196367
TEST_0205,0.41910662239460444
TEST_0206,0.4423393600243972
TEST_0207,0.44027409381177457
TEST_0208,0.492136634583634
TEST_0209,0.4642329366572354
TEST_0210,0.46793970286963366
TEST_0211,0.41841978605459534
TEST_0212,0.41027355337740135
TEST_0213,0.3904284357889771
TEST_0214,0.397022222513971
TEST_0215,0.3904284357889771
TEST_0216,0.6834313509631468
TEST_0217,0.7284596168952953
TEST_0218,0.6873981938541552
TEST_0219,0.7055913412294568
TEST_0220,0.6702949945579
TEST_0221,0.4202978697805351
TEST_0222,0.5715214637008659
TEST_0223,0.3916686535354031
TEST_0224,0.4356929971918657
TEST_0225,0.3513398564507888
TEST_0226,0.48520971984164935
TEST_0227,0.3888023852803457
TEST_0228,0.3897912423678337
TEST_0229,0.40199427485461214
TEST_0230,0.3911179168918675
TEST_0231,0.29012343013491515
TEST_0232,0.6233594931333676
TEST_0233,0.6233594931333676
TEST_0234,0.7219202857060827
TEST_0235,0.6098628981671472
TEST_0236,0.48339030679998307
TEST_0237,0.48916233922500385
TEST_0238,0.48092338491184294
TEST_0239,0.4581452599349469
TEST_0240,0.40766725424836714
TEST_0241,0.40199427485461214
TEST_0242,0.4842849575308244
TEST_0243,0.4541993596673167
TEST_0244,0.6920233753075353
TEST_0245,0.6471855530279631
TEST_0246,0.6926584472407779
TEST_0247,0.636629937011565
TEST_0248,0.4668271516692074
TEST_0249,0.5945398675000291
TEST_0250,0.4668271516692074
