ID,actual_productivity
TEST_0000,0.5329956504596479
TEST_0001,0.557226878745706
TEST_0002,0.5713357297072446
TEST_0003,0.5329956504596479
TEST_0004,0.6222166289056883
TEST_0005,0.6515865419035685
TEST_0006,0.7280328345262925
TEST_0007,0.6880705412613155
TEST_0008,0.6105509476656247
TEST_0009,0.7552325431777224
TEST_0010,0.7254351715969503
TEST_0011,0.6138147899332572
TEST_0012,0.6932303788127868
TEST_0013,0.7303574706032736
TEST_0014,0.6891390356165015
TEST_0015,0.6941025118278442
TEST_0016,0.7112551717345532
TEST_0017,0.7112551717345532
TEST_0018,0.7112551717345532
TEST_0019,0.7276794785897435
TEST_0020,0.45117461858401403
TEST_0021,0.49095234713865565
TEST_0022,0.5167899663536617
TEST_0023,0.5167899663536617
TEST_0024,0.5108363015162289
TEST_0025,0.4543190368042347
TEST_0026,0.6727278583432333
TEST_0027,0.5681426483821503
TEST_0028,0.6698714217350693
TEST_0029,0.6752463810017724
TEST_0030,0.6852883623236113
TEST_0031,0.6436728569053305
TEST_0032,0.8049268291194777
TEST_0033,0.8612289625159072
TEST_0034,0.7982056542358027
TEST_0035,0.7807251149542064
TEST_0036,0.6442165643826888
TEST_0037,0.5967692429597423
TEST_0038,0.6442165643826888
TEST_0039,0.5967692429597423
TEST_0040,0.45117461858401403
TEST_0041,0.5161512814177643
TEST_0042,0.5085167704761905
TEST_0043,0.46319480085661474
TEST_0044,0.674049867300394
TEST_0045,0.6681398430163383
TEST_0046,0.744068975199934
TEST_0047,0.601002389881031
TEST_0048,0.45117461858401403
TEST_0049,0.4276082673935379
TEST_0050,0.45157288002192253
TEST_0051,0.4605942683890823
TEST_0052,0.7562028220817423
TEST_0053,0.6105509476656247
TEST_0054,0.6189351525528427
TEST_0055,0.6105509476656247
TEST_0056,0.47244711398288397
TEST_0057,0.4451590786343925
TEST_0058,0.4950423148484848
TEST_0059,0.47244711398288397
TEST_0060,0.5650288621032533
TEST_0061,0.5930368946989508
TEST_0062,0.6368020103730686
TEST_0063,0.627635334442654
TEST_0064,0.601002389881031
TEST_0065,0.6518029964898631
TEST_0066,0.6518029964898631
TEST_0067,0.601002389881031
TEST_0068,0.6386754756103102
TEST_0069,0.6021491086931936
TEST_0070,0.6021491086931936
TEST_0071,0.6105509476656247
TEST_0072,0.6932303788127868
TEST_0073,0.7295276584390555
TEST_0074,0.6891390356165015
TEST_0075,0.7295276584390555
TEST_0076,0.6222166289056883
TEST_0077,0.7364064707218314
TEST_0078,0.6222166289056883
TEST_0079,0.6138147899332572
TEST_0080,0.43020879986107036
TEST_0081,0.43020879986107036
TEST_0082,0.43020879986107036
TEST_0083,0.5167899663536617
TEST_0084,0.6518942137711606
TEST_0085,0.6232718657865202
TEST_0086,0.737783490180707
TEST_0087,0.6369458937908498
TEST_0088,0.6690362851087084
TEST_0089,0.4387511572684778
TEST_0090,0.5307012083344108
TEST_0091,0.47244711398288397
TEST_0092,0.5490131677608331
TEST_0093,0.43020879986107036
TEST_0094,0.4950423148484848
TEST_0095,0.43020879986107036
TEST_0096,0.7753186573232409
TEST_0097,0.7882549983370658
TEST_0098,0.7789393862434244
TEST_0099,0.7982056542358027
TEST_0100,0.5649737440692795
TEST_0101,0.5649737440692795
TEST_0102,0.5649737440692795
TEST_0103,0.5274674148385101
TEST_0104,0.47244711398288397
TEST_0105,0.5496989298547439
TEST_0106,0.6042865816855946
TEST_0107,0.4445876927182132
TEST_0108,0.41842080906020457
TEST_0109,0.5237146508712276
TEST_0110,0.5094212077056277
TEST_0111,0.4276082673935379
TEST_0112,0.538974404211882
TEST_0113,0.5160402302991589
TEST_0114,0.5225501951801114
TEST_0115,0.5160402302991589
TEST_0116,0.5830772346888585
TEST_0117,0.6111687818741294
TEST_0118,0.46390475657547653
TEST_0119,0.5756403327280741
TEST_0120,0.7017611919191346
TEST_0121,0.6082171514893212
TEST_0122,0.7222393868809578
TEST_0123,0.5767839555433752
TEST_0124,0.5904171274777043
TEST_0125,0.46271576989686236
TEST_0126,0.6743276913587576
TEST_0127,0.6034176093829127
TEST_0128,0.6670024285963917
TEST_0129,0.6341489614987695
TEST_0130,0.6932303788127868
TEST_0131,0.6941025118278442
TEST_0132,0.6503411568503739
TEST_0133,0.6386754756103102
TEST_0134,0.7364064707218314
TEST_0135,0.6503411568503739
TEST_0136,0.5654170336593174
TEST_0137,0.5654170336593174
TEST_0138,0.5847963768091355
TEST_0139,0.7403740537184526
TEST_0140,0.6381698274303438
TEST_0141,0.5847963768091355
TEST_0142,0.7064373855742296
TEST_0143,0.6717781599426591
TEST_0144,0.44848250135449924
TEST_0145,0.44848250135449924
TEST_0146,0.44848250135449924
TEST_0147,0.531245094087099
TEST_0148,0.5930368946989508
TEST_0149,0.5930368946989508
TEST_0150,0.6978760590262515
TEST_0151,0.597129381541056
TEST_0152,0.5158182644283168
TEST_0153,0.43020879986107036
TEST_0154,0.4950543386580087
TEST_0155,0.502491240618793
TEST_0156,0.7609038995564612
TEST_0157,0.6862951819776112
TEST_0158,0.7057980955027434
TEST_0159,0.725236973961223
TEST_0160,0.671411404398491
TEST_0161,0.6575120398475247
TEST_0162,0.6596169351677218
TEST_0163,0.6575120398475247
TEST_0164,0.7112551717345532
TEST_0165,0.7680496061834734
TEST_0166,0.7317719654318487
TEST_0167,0.7276794785897435
TEST_0168,0.6386754756103102
TEST_0169,0.6800873631627977
TEST_0170,0.6649869995431291
TEST_0171,0.6813657376383673
TEST_0172,0.6222166289056883
TEST_0173,0.669580047104494
TEST_0174,0.6542592073954232
TEST_0175,0.6565126634035314
TEST_0176,0.650782157656405
TEST_0177,0.659520324711975
TEST_0178,0.7025618037114846
TEST_0179,0.6800873631627977
TEST_0180,0.5829121971442194
TEST_0181,0.5550111868992711
TEST_0182,0.46319480085661474
TEST_0183,0.41842080906020457
TEST_0184,0.46319480085661474
TEST_0185,0.49095234713865565
TEST_0186,0.4605942683890823
TEST_0187,0.5664913340155957
TEST_0188,0.454890422720414
TEST_0189,0.4387511572684778
TEST_0190,0.4451590786343925
TEST_0191,0.421021341527737
TEST_0192,0.47244711398288397
TEST_0193,0.47244711398288397
TEST_0194,0.44848250135449924
TEST_0195,0.44848250135449924
TEST_0196,0.47244711398288397
TEST_0197,0.5033873757459209
TEST_0198,0.47244711398288397
TEST_0199,0.47244711398288397
TEST_0200,0.45205191098167485
TEST_0201,0.4276082673935379
TEST_0202,0.5482176325221667
TEST_0203,0.45205191098167485
TEST_0204,0.44848250135449924
TEST_0205,0.44848250135449924
TEST_0206,0.43994014394709186
TEST_0207,0.44848250135449924
TEST_0208,0.5238081921263146
TEST_0209,0.44848250135449924
TEST_0210,0.44848250135449924
TEST_0211,0.44848250135449924
TEST_0212,0.47244711398288397
TEST_0213,0.44848250135449924
TEST_0214,0.44848250135449924
TEST_0215,0.44848250135449924
TEST_0216,0.6856924033413692
TEST_0217,0.6627830782212886
TEST_0218,0.7150452072800128
TEST_0219,0.6627830782212886
TEST_0220,0.6850506771136045
TEST_0221,0.4387511572684778
TEST_0222,0.6372852131235622
TEST_0223,0.4387511572684778
TEST_0224,0.41842080906020457
TEST_0225,0.4361376902672328
TEST_0226,0.5550111868992711
TEST_0227,0.5167264233649684
TEST_0228,0.5195750853950372
TEST_0229,0.5308912188157829
TEST_0230,0.5481543514664655
TEST_0231,0.4276082673935379
TEST_0232,0.663913658485369
TEST_0233,0.663913658485369
TEST_0234,0.7658214396643984
TEST_0235,0.5967692429597423
TEST_0236,0.4950423148484848
TEST_0237,0.4950423148484848
TEST_0238,0.45205191098167485
TEST_0239,0.43020879986107036
TEST_0240,0.5420883048108689
TEST_0241,0.5456387547132188
TEST_0242,0.6543832476677218
TEST_0243,0.5308912188157829
TEST_0244,0.7114906938844107
TEST_0245,0.6245801658215011
TEST_0246,0.6712160420515079
TEST_0247,0.6384670857986703
TEST_0248,0.44848250135449924
TEST_0249,0.5754383766746411
TEST_0250,0.44848250135449924
TEST_0251,0.44848250135449924
TEST_0252,0.7701383890559457
TEST_0253,0.7810816719291236
TEST_0254,0.8017666411248914
TEST_0255,0.7982056542358027
TEST_0256,0.5167780782521799
TEST_0257,0.6176256293046423
TEST_0258,0.5308912188157829
TEST_0259,0.6750526203932562
TEST_0260,0.6572202419095132
TEST_0261,0.43994014394709186
TEST_0262,0.6003080759360724
TEST_0263,0.43994014394709186
TEST_0264,0.6518942137711606
TEST_0265,0.6204876789793958
TEST_0266,0.6712160420515079
TEST_0267,0.6712160420515079
TEST_0268,0.4361376902672328
TEST_0269,0.454173412489455
TEST_0270,0.4361376902672328
TEST_0271,0.526848211119524
TEST_0272,0.6368020103730686
TEST_0273,0.6614864277268782
TEST_0274,0.5930368946989508
TEST_0275,0.6368020103730686
TEST_0276,0.5930368946989508
TEST_0277,0.6614864277268782
TEST_0278,0.5930368946989508
TEST_0279,0.6614864277268782
TEST_0280,0.724880804397759
TEST_0281,0.7239403476841872
TEST_0282,0.6848759703781513
TEST_0283,0.6510678781057755
TEST_0284,0.6846276949946295
TEST_0285,0.6546730988705658
TEST_0286,0.7597728750095541
TEST_0287,0.6518942137711606
TEST_0288,0.43020879986107036
TEST_0289,0.43020879986107036
TEST_0290,0.43020879986107036
TEST_0291,0.454173412489455
TEST_0292,0.6795642240508821
TEST_0293,0.6795642240508821
TEST_0294,0.7280328345262925
TEST_0295,0.6960224388623361
